Palavra Chave;Bundle Id;Nome do aplicativo;Número de avaliações;Número de estrelas;Número de instalações;Tamanho do aplicativo;Versão do android exigida
programming;com.appzap.learncprogramminginhindi;Learn C++ Programming In Hindi;84;4.0;5,000+;37M;4.2 and up
programming;com.codeintelligent.onlinecompiler;Online Compiler | Programming Languages;34;4.2;1,000+;6.1M;4.1 and up
programming;blueskydeveloper.androidprogramming;Android Programming;11;4.5;100+;7.1M;4.2 and up
programming;com.W3school.Anbu;W3school;188;4.1;50,000+;14M;4.0.3 and up
programming;com.educationapps.cncprogrammingexamples;CNC Programming Example;159;4.5;10,000+;7.5M;4.4 and up
programming;com.spyboy.javaprogramming;Java Programming;71;4.5;10,000+;4.6M;4.1 and up
programming;com.sololearn.java;Learn Java;55326;4.6;1,000,000+;6.2M;4.0.3 and up
programming;com.sanjoy.rapp;R Programming Solution;174;3.6;10,000+;7.7M;4.0 and up
programming;com.cprogrammingzone.free;C Programming Zone;1279;4.5;50,000+;4.0M;4.0.3 and up
programming;coolfreeapps.appslaborator.learn.go.programming;Learn go programming;11;3.3;1,000+;1.8M;2.3.3 and up
programming;com.muzudre.Probooks;iBooks: Free Programming eBooks 👨‍💻 Coding Books;49;4.3;5,000+;Varies with device;4.1 and up
programming;com.program.csharp;C# Programming;undefined;undefined;1,000+;2.7M;4.1 and up
programming;com.brainboxquiz.cppquiz;C++ programming quiz app with questions and answer;undefined;undefined;100+;3.3M;4.0 and up
programming;in.softecks.csharp;C# Programming;undefined;undefined;1,000+;7.2M;4.4 and up
programming;com.skycodetech.codingquiz;Coding Quiz (programming);220;4.5;10,000+;4.3M;4.4 and up
programming;com.lohriialo.python;Python Programming - 3.6 (Reference/Manual/Guide);9;3.9;1,000+;3.6M;4.0.3 and up
programming;com.alansa.ideabag2;Programming Ideas 2;555;4.7;100,000+;3.9M;4.4 and up
programming;com.myapps.rishabhrawat.codingebooks;Coding EBooks:Programming, Web, Networking, Mobile;14;3.9;1,000+;24M;4.3 and up
programming;net.andromo.dev653868.app655379;Matlab Programming : Numerical Analysis;32;4.6;5,000+;6.2M;4.1 and up
programming;com.codepoint.computerProgramming;Learn Basic Computer Programming Free OFFLINE;20;4.4;10,000+;5.9M;4.4 and up
programming;com.app.cprogramingapp;Easy C Programming;29;4.4;1,000+;3.1M;4.0.3 and up
programming;com.velosys.interview_preparation;Programming MCQ;328;3.8;50,000+;1.8M;2.1 and up
programming;mum.mum.java_test;Programming Test;30;4.5;1,000+;2.1M;2.2 and up
programming;learn.html.programming;Learn HTML Programming;34;4.1;10,000+;2.0M;4.0.3 and up
programming;learn.java.programming;Learn Java Programming;83;4.3;10,000+;3.4M;4.0.3 and up
programming;vsapps.computerprogram;Computer Programming;20;4.3;5,000+;2.6M;4.4 and up
programming;com.gokazu;CodePal: Learn programming;46;4.9;1,000+;5.1M;5.0 and up
programming;sh.eagletech.cpp;C++ Programming;10;5.0;100+;3.6M;4.2 and up
programming;com.krazeapps.csharpprogrammingcompiler;C# Programming Compiler;20;3.2;5,000+;6.5M;4.4 and up
programming;learn.apps.arduinoprogramming;Learn Arduino Programming;110;4.4;50,000+;7.9M;4.0.3 and up
programming;labprograms.abin.programmingexercises;Programming Exercises;51;4.7;10,000+;26M;3.0 and up
programming;com.rsd.cprogramming;C Programming - 200+ Offline Tutorial and Examples;282;4.5;50,000+;6.1M;4.1 and up
programming;org.zhiyuan.zhiyuan24;C++ Compiler IDE;2230;3.8;100,000+;28M;4.0 and up
programming;com.programming_with_java.fullmasti;Java Programming (offline);16;4.2;5,000+;12M;4.0.3 and up
programming;learn.apps.unixprogramming;Learn Unix & Shell Programming;104;4.4;50,000+;3.4M;4.0.3 and up
programming;learn.c.programing;Learn C Programming;193;4.5;10,000+;3.6M;4.0.3 and up
programming;com.easy.hp.ctutorial;C Programming App;970;4.4;10,000+;5.0M;5.0 and up
programming;com.chavan.oops;Object Oriented Programming (Oops);95;4.5;10,000+;3.8M;4.0.3 and up
programming;com.sikapps.fortranprogramming;Learn Fortran Programming : Video Tutorials;undefined;undefined;100+;3.4M;4.1 and up
programming;com.blogspot.ustadtech.c_programmingwithme;C Program with me || Programming Club;10;4.6;100+;8.1M;4.0.3 and up
programming;com.xzeecprovideo.hdvideoapp;C Programming Video Tutorial & 1000+Coding Pattern;undefined;undefined;100+;8.0M;4.4 and up
programming;com.quantumappsolutions.learnprogramming;Learn Computer Programming;22;4.4;5,000+;7.2M;4.0.3 and up
programming;aplus.programmingcourses;Programming Courses;undefined;undefined;100+;3.7M;4.0.3 and up
programming;nabilsoft.com.learnwebdevelopment;Learn Programming (Web Development);6;5.0;1,000+;3.8M;4.1 and up
programming;gudev.visualbasicvb.net;Learn VB.Net Programming Language;undefined;undefined;1,000+;7.9M;4.0.3 and up
programming;in.softecks.perl;Perl Programming;8;4.5;1,000+;7.1M;4.0.3 and up
programming;com.programmingcodebook.codebook;CodeBooks - C,C++,Java,Kotlin  Programming & More;6;3.8;500+;3.1M;4.0.3 and up
programming;com.makeblock.mblock;mBlock - Scratch-based Programming Software;201;3.7;10,000+;71M;5.0 and up
programming;com.duhnnae.programmingprogramacion;Programming - Learning - Tutorials;45;4.4;10,000+;6.3M;4.1 and up
programming;com.thanhdo.tutorial.AwkTutorial;Learn Awk programming;13;4.2;1,000+;3.8M;2.3.3 and up
programming;coolfreeapps.appslaborator.ruby.programming.course;Ruby programming course;29;4.2;1,000+;1.8M;2.3.3 and up
programming;com.easy.hp.cpptutorial;C++ Programming App;488;4.5;10,000+;5.6M;5.0 and up
programming;in.intelitech.rprogramming;R Programming;8;2.9;1,000+;6.4M;4.0.3 and up
programming;com.getmimo;Mimo: Learn to Code;80438;4.4;1,000,000+;24M;5.0 and up
programming;bishrulhaq.learntocode;Learn To Code : Free & Offline;30;4.3;10,000+;12M;4.0 and up
programming;com.sololearn.python;Learn Python;80863;4.6;1,000,000+;6.2M;4.0.3 and up
programming;com.dreamhouse.joyguru.proaptitude;Programming aptitude;undefined;undefined;1,000+;2.2M;4.4 and up
programming;com.appsfactory.learncplusplus;Learn C++ Programming  Tutorials - Offline 2019;undefined;undefined;100+;5.1M;4.4 and up
programming;com.cprogramminglanguage;C Programming Language;undefined;undefined;100+;6.0M;4.0.3 and up
programming;com.apkzube.learnrprogramming;Learn R Programming - Tutorial;81;4.4;10,000+;5.4M;4.4 and up
programming;com.krazeapps.vbnetprogrammingcompiler;Visual Basic (VB.NET) Programming Compiler;40;3.5;10,000+;6.5M;4.4 and up
programming;com.soft24hours.dictionaries.dictionary22;Programming languages;25;4.1;5,000+;7.2M;5.0 and up
programming;in.edu.pd;Programmer's Dictionary;1069;3.8;100,000+;1.2M;3.0 and up
programming;com.freeit.java;Programming Hub: Learn to Code;85127;4.6;1,000,000+;Varies with device;Varies with device
programming;com.snj.cprogramming;C Programming;2314;4.5;100,000+;2.9M;4.0 and up
programming;com.creativeworld.android.geeks_code;Geeks Code: All Programming Books in one place;51;3.9;1,000+;7.5M;4.4 and up
programming;org.vivek.cherala.vhdlprogramming;VHDL Programming;90;3.5;10,000+;2.1M;4.1 and up
programming;com.enki.insights;Enki: Learn data science, coding, tech skills;16085;4.6;500,000+;12M;4.3 and up
programming;com.awwalsoft.javawebprogramming;Jsp & Servlet Tutorial:  Java Web Programming;154;4.6;10,000+;5.1M;5.0 and up
programming;app.compiler;Online Compiler (Beta);10222;4.4;100,000+;2.6M;4.1 and up
programming;name.antonsmirnov.android.cppdroid;CppDroid - C/C++ IDE;31744;4.1;1,000,000+;46M;4.4W and up
programming;com.quadosoft.ethicalhacking;Learn Programming & Cyber Security - ProSecify;undefined;undefined;1,000+;4.5M;5.0 and up
programming;com.ashatechsolutions.cprogramming;C++ Programming : Learn to Code;10;4.6;1,000+;3.2M;4.0 and up
programming;com.inter.suyash.app;Programming Interview Questions and Programs;undefined;undefined;1,000+;2.5M;5.0 and up
programming;com.codetoinvent.malik.cprogramming;Learn C Programming;26;4.8;1,000+;7.4M;4.4 and up
programming;org.scratchjr.android;ScratchJr;6724;3.8;1,000,000+;25M;4.2 and up
programming;da.namanmadan.com.programmingcheatsheets;Offline Programming Cheat Sheets;41;4.6;5,000+;2.3M;4.0.3 and up
programming;org.coursera.android;Coursera: Online courses;96877;4.4;5,000,000+;Varies with device;Varies with device
programming;com.quizmine.androidwp7;Windows Phone Programming;60;4.2;10,000+;15M;2.1 and up
programming;com.kids.coding.connectdots;Programming for Kids - Learn Coding;25;3.2;10,000+;13M;4.0 and up
programming;com.jagguapps.cpu;Computer Programming & Utilization Notes;10;4.6;1,000+;2.0M;4.1 and up
programming;com.knightcoder.programmingebooks;Coding eBooks : All Free Programming Books at Once;1137;4.0;100,000+;22M;4.1 and up
programming;com.program.sql;SQL Programming;3;2.3;1,000+;2.7M;4.1 and up
programming;com.clanguage.pradip.bitsofcomputer;C Programming Language - All in One;41;4.4;5,000+;9.3M;4.2 and up
programming;com.thanhdo.tutorial.apextutorial;Learn Apex Programming;8;3.0;1,000+;11M;2.3.3 and up
programming;gudev.learn.phpprogrammingcoding;Learn PHP Programming Coding;37;4.3;10,000+;12M;4.0.3 and up
programming;com.pratipalgif.LearnC;C Programming Notes & Programs;7;3.0;1,000+;6.0M;4.0.3 and up
programming;org.zhiyuan.zhiyuan23;C Compiler IDE;1806;4.1;100,000+;12M;2.3 and up
programming;com.best.don.programmingbooks;Programming eBooks: All Free Coding Books;287;4.2;10,000+;3.9M;5.0 and up
programming;io.cordova.ComputerProgrammingCP;Computer Programming;23;4.2;1,000+;28M;4.1 and up
programming;com.casatechno.www.TestYourProgrammingSkills;Test Your Programming Skills;36;4.7;1,000+;3.7M;4.0.3 and up
programming;com.coderbro.tutorial.arduinoprogrammingduo;Arduino Programming;132;4.1;50,000+;9.6M;4.4 and up
programming;com.learnacademic.computer_programming;Learn Computer Programming Full;0;0.0;1,000+;8.9M;4.0 and up
programming;com.tilak.KotlinOfflinelang;Kotlin Programming Language - Offline;41;3.8;5,000+;4.9M;4.1 and up
programming;com.apkzube.learnpython;Learn Python Programming - Offline Tutorial;402;4.3;100,000+;5.8M;4.4 and up
programming;com.bnb.javaprogramming;Java Programming - Learn Coding;8;4.1;1,000+;Varies with device;Varies with device
programming;com.dexterousdevelopers.cprogrammingtutorials;C Programming Tutorials;40;4.9;1,000+;3.7M;4.0.3 and up
programming;ltos.learn.cand.java;Learn C , C++ ,Java,Android-Smart Programming;57;3.9;10,000+;4.4M;4.1 and up
programming;com.CodeHub.competitivecoding;CodeHub - First Competitive Programming App;36;4.6;1,000+;2.9M;4.0.3 and up
programming;wali.c4droid;Compiler and debugger for simple C programming;16;3.9;1,000+;1.1M;4.0.3 and up
programming;com.order.sony.orderone;O(1) - be dangerous at competitive programming;34;4.3;1,000+;2.0M;4.3 and up
programming;com.shalik.patel.cprogrammingsolution;C/C++ Programming Solution;147;4.9;10,000+;7.3M;4.1 and up
programming;com.binarytuts.cprogrammingcode;C Programming Code;7;4.7;5,000+;3.2M;4.0.3 and up
programming;com.sp.programmingbooks;Free Programming Books;20;3.2;5,000+;10.0M;4.0.3 and up
programming;com.sololearn.cplusplus;Learn C++;76933;4.7;1,000,000+;6.2M;4.0.3 and up
programming;cpp.programming;C++ Programming;14094;4.3;1,000,000+;1.8M;2.3 and up
programming;com.HTML.AngularJS.Codeplay;HTML Code Play;4977;4.4;500,000+;6.3M;4.4 and up
programming;learn.web.php;Learn Web Development;1748;4.3;100,000+;6.0M;4.4 and up
programming;project.com.clanguage;C Programming Quiz;24;4.4;5,000+;4.5M;4.4 and up
programming;com.area120.grasshopper;Grasshopper: Learn to Code for Free;16283;4.5;1,000,000+;Varies with device;4.4 and up
programming;com.andromo.dev601172.app807595;Learn Java Programming;6;3.2;1,000+;2.9M;4.1 and up
programming;tursky.jan.nauc.sa.html5;Learn programming;12826;3.8;1,000,000+;6.8M;4.0.3 and up
programming;com.learnprogramming.codecamp;Programming Hero: Coding Just Got Fun (beta);3945;4.8;100,000+;23M;4.1 and up
programming;com.csmcqs.asif.dsmcqs;Programming Languages MCQs;13;4.5;5,000+;4.4M;4.1 and up
programming;com.jids.lspexample;Linux System Programming Eg;189;4.5;10,000+;1.9M;2.2 and up
programming;com.media.programming.point.hub.sololearn.tutorialspoint;Programming.Point;undefined;undefined;100+;3.8M;4.0.3 and up
programming;com.zenva.codemurai;Codemurai - Learn Programming;2653;4.7;100,000+;1.5M;5.0 and up
programming;com.sitseducators.cpppatternprogramsfree;C++ Pattern Programs Free;3330;4.4;100,000+;7.2M;4.0 and up
programming;com.andromo.dev601172.app848116;Neuro Linguistic Programming;13;3.2;5,000+;2.9M;4.1 and up
programming;com.jaindev.c;Learn C Programming (Examples) (OFFLINE);45;4.2;10,000+;3.7M;4.1 and up
programming;learn.apps.phpprogramming;Learn PHP Programming;25;4.2;10,000+;3.3M;4.0.3 and up
programming;org.catrobat.catroid;Pocket Code: Learn programming your own game apps!;11430;3.9;500,000+;23M;5.0 and up
programming;com.codepoint.learndart;Learn Dart Programming Free - Dart Tutorials;20;4.4;5,000+;4.8M;4.4 and up
programming;com.lohriialo.swift;Swift Programming - 4.0.3 (Reference/Manual/Guide);171;3.7;10,000+;3.6M;4.1 and up
programming;com.appsfactory.learnpython;Learn Python  Programming Free - Python Offline;567;4.5;10,000+;15M;4.4 and up
programming;com.educationapps.cncguide;CNC Programming Guide;22;4.0;1,000+;12M;4.4 and up
programming;com.duy.c.cpp.compiler;CPP N-IDE - C/C++ Compiler & Programming - Offline;1373;4.1;100,000+;Varies with device;4.4 and up
programming;bindesh.com.programminglanguages;Programming Languages Codes;1;5.0;100+;4.1M;4.0.3 and up
programming;com.vineeta.pythonprogramming;Python Programming For Beginners;23;4.0;10,000+;7.6M;4.2 and up
programming;com.language_mathpro_lite;Programming Language MathPro Lite;undefined;undefined;10+;12M;4.1 and up
programming;com.dynamic.programming.free;Dynamic Programming: optimal allocation resources;5;5.0;500+;3.3M;4.0 and up
programming;com.LM.PGS;Learn Programming - Hindi;141;4.1;10,000+;6.1M;4.1 and up
programming;com.mhasancse15.programminglanguage;Programming languages;23;4.0;5,000+;5.7M;4.3 and up
programming;aakash.raspberryprogramming;RaspberryPi Programming;103;4.0;10,000+;23M;4.2 and up
programming;com.learnswiftprogramming;Learn Swift Programming - iOS;52;4.5;5,000+;3.5M;5.0 and up
programming;com.krazeapps.basicprogrammingcompiler;BASIC Programming Compiler;undefined;undefined;1,000+;6.5M;4.4 and up
programming;com.spyboy.cprogramming;C Programming;88;4.5;10,000+;5.9M;4.1 and up
programming;com.tech.prabhansh.programminginc;Programming in C;66;4.7;1,000+;4.1M;4.0 and up
programming;in.softecks.ruby;Ruby Programming;10;4.5;1,000+;6.3M;4.0.3 and up
programming;ab.java.programming;Java Programming;9967;3.5;1,000,000+;3.5M;2.3.3 and up
programming;com.sololearn;SoloLearn: Learn to Code for Free;387986;4.8;5,000,000+;9.1M;4.0.3 and up
programming;free.programming.programming;Learn DS & Algo, Programming Interview Preparation;8418;4.6;500,000+;4.5M;5.1 and up
programming;com.java.malik.javaanim;Learn Java Programming;234;4.7;10,000+;7.2M;4.4 and up
programming;com.infoland.oops;Object Oriented Programming;15;3.6;5,000+;22M;4.1 and up
programming;com.apkzube.learncprogramming;Learn C Programming;169;4.2;10,000+;3.7M;4.4 and up
programming;in.learncodeonline.cpplangquestion;C++ programming Interview questions;5;5.0;1,000+;1.7M;4.4 and up
programming;com.myprg.aakash.ardunioprogramming;Arduino Programming;106;4.1;10,000+;4.7M;4.2 and up
programming;com.codepoint.learnkotlin;Learn Kotlin Programming Free - Kotlin Tutorials;13;4.0;1,000+;2.4M;4.4 and up
programming;com.practice_o_learn.javaprogramming;Learn Java Programming;80;4.5;10,000+;3.0M;4.0 and up
programming;technark.bca_courprogramming;BCA - Course Programming;657;4.3;50,000+;5.4M;4.0 and up
programming;learn.apps.htmlprogramming;Learn HTML5 Programming;25;4.6;10,000+;2.8M;4.0.3 and up
programming;com.caveofprogrammingfree;Cave of Programming;11;4.5;100+;5.2M;4.0 and up
programming;in.softecks.javascript;JavaScript Programming;22;4.2;5,000+;12M;4.0.3 and up
programming;com.wITandProgrammingandComputerScienceFreeBooks_7782437;IT, Programming & Computer science Free Books;16;4.2;5,000+;89M;4.1 and up
programming;in.softecks.erlang;Learn - Erlang Programming;6;3.7;1,000+;8.5M;4.0.3 and up
programming;com.app1daily.a1db304;Learn Swift Programming - Develop iPhone, iPad App;6;3.3;1,000+;1.7M;4.1 and up
programming;info.cntrlapps.prolearn;LearnProg | Learn Programming Languages;6;4.3;100+;3.4M;4.1 and up
programming;com.clickapp.ik.listview;IT Books: Free Programming Books, coding books;6;5.0;500+;30M;4.4 and up
programming;html.knec.knechtml;Knec Internet Based Programming;4;4.8;100+;14M;4.0 and up
programming;com.do_apps.catalog_68;Programming languages;1408;4.1;100,000+;40M;4.4 and up
programming;com.do_apps.catalog_485;Object-oriented programming;56;3.8;10,000+;10M;4.4 and up
programming;com.sizzlesoftlabs.learn.expertc;Expert C Programming - Learn C Coding Easily;92;4.4;10,000+;7.3M;5.0 and up
programming;com.codepoint.learnpython3;Learn Python Programming Free - Python OFFLINE 🐍;142;4.2;5,000+;5.7M;4.4 and up
programming;com.ardaulger.nxtmobileprogramming;NXT Mobile Programming;104;3.2;10,000+;7.0M;4.2 and up
programming;com.studytonight.app;Studytonight - Free Computer Programming Tutorials;1471;4.6;50,000+;2.7M;5.0 and up
programming;com.quizmine.comboCandCplus;Learn C and C++ Programming;67;4.1;10,000+;15M;2.1 and up
programming;com.appybuilder.aadi_ben16.CTuit;C Programming Robot - Learn Coding & C Theory;11;4.6;1,000+;13M;4.0 and up
programming;infiniteloopsinc.info.completejava;Learn Java Programming;748;4.6;50,000+;3.9M;4.0.3 and up
programming;com.cprograms4future.allcprograms;All C Programs;4722;4.7;100,000+;7.3M;4.1 and up
programming;com.samsung.android.codemaker;HANDY CODE - Coding education, Programming;100;4.0;5,000+;34M;4.4 and up
programming;com.faadooengineers.free_principlesofprogramming;Programming Principles;70;3.9;10,000+;7.7M;4.0 and up
programming;in.intelitech.lispprogramming;LISP Programming;5;3.4;1,000+;3.5M;4.0.3 and up
programming;cnc.programming.cncprogrammingexamples;CNC Programming Example - CNC Tutorial;4;4.8;500+;18M;4.4 and up
programming;com.theeasylearn.rprogramming;R Programming Language;57;4.1;1,000+;2.9M;4.2 and up
programming;certificate.structured.com.knecstructuredprogrammingcertificate;Knec Structured Programming Certificate;undefined;undefined;500+;23M;4.0 and up
programming;com.cyberloft.pascalprogramming;Pascal Programming;97;4.4;10,000+;7.5M;5.0 and up
programming;com.java.questionwithanswerinterview.android;1000 Java Programming;459;4.0;100,000+;7.5M;4.1 and up
programming;com.paprbit.dcoder;Dcoder, Compiler IDE :Code & Programming on mobile;18335;4.4;1,000,000+;6.5M;4.0.3 and up
programming;com.rohiapps.android.ctutorial;c++ programs with output;17;4.1;5,000+;7.3M;4.0.3 and up
programming;com.apps.athena.programminglanguages;Programming Languages;435;4.4;100,000+;3.3M;4.1 and up
programming;com.C_Examples.C_Programming;350+ C Programming Examples;46;4.4;10,000+;5.4M;5.0 and up
programming;com.ummaysoft.arduinoprogrammingnotebook;Arduino Programming Notebook;6;3.3;1,000+;12M;4.4 and up
programming;io.kodular.rijukeyshonsrijan.dp;Dynamic Programming Problems - Competitive Coding;5;5.0;100+;5.8M;4.1 and up
programming;com.codepoint.learnrprogramming;Learn R Programming Free - R Programming Tutorials;8;4.9;1,000+;5.0M;4.4 and up
programming;com.wProgrammingBooksfree_8766206;Programming Books Free;6;4.5;50+;52M;4.1 and up
programming;in.softecks.python;Python Programming;20;4.0;5,000+;6.9M;4.0.3 and up
programming;sgdevelopers.learn_c_programming;Learn C Programming;152;4.5;10,000+;5.8M;4.0.3 and up
programming;com.appboss.CProgrammingConcepts;C Programming Concepts;13;4.5;5,000+;3.6M;3.0 and up
programming;com.dztall.ccr.android.admob;Mobile C [ C/C++ Compiler ];6095;4.1;500,000+;78M;4.0.3 and up
programming;net.egordmitriev.cheatsheets;Programming Cheat Sheets;108;4.7;10,000+;Varies with device;4.0.3 and up
programming;com.SM_Developer;Programming Languages;52;4.9;1,000+;16M;4.4 and up
programming;itools.cprograms;C Programming (1000+ programs & 250+ Patterns);516;4.3;50,000+;12M;4.1 and up
